#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names and their genders, exported from the behindthename.com database.
# Wed, 24 Dec 2025 00:03:14 -0800
#
# name	gender
Jacalyn	f
Jace	m
Jacek	m
Jacenty	m
Jacey	fm
Jachin	m
Jáchym	m
Jaci	fm
Jaciara	f
Jacinda	f
Jácint	m
Jacinta	f
Jacinth	f
Jacintha	f
Jacinthe	f
Jacinto	m
Jacira	f
Jack	m
Jackalyn	f
Jacki	f
Jackie	mf
Jackin	m
Jackline	f
Jacklyn	f
Jackson	m
Jacky	m
Jaclyn	f
Jacó	m
Jacob	m
Jacoba	f
Jacobina	f
Jacobine	f
Jacobo	m
Jacobus	m
Jacomina	f
Jacopo	m
Jacqueline	f
Jacquelyn	f
Jacques	m
Jacquetta	f
Jacquette	f
Jacqui	f
Jacquy	m
Jad	m
Jada	fm
Jade	fm
Jaden	mf
Jadis	f
Jadon	m
Jadran	m
Jadranka	f
Jadranko	m
Jadvyga	f
Jadwiga	f
Jadyn	fm
Jadyra	f
Jadzia	f
Jae	mf
Jaeden	mf
Jael	f
Jaelyn	f
Jaelynn	f
Jae-seong	m
Jafar	m
Jafet	m
Jaffar	m
Jaffer	m
Jaga	f
Jagadish	m
Jagadisha	m
Jagannath	m
Jagannatha	m
Jagdish	m
Jagger	m
Jagienka	f
Jagjit	mf
Jagna	f
Jago	m
Jagoda	f
Jagusia	f
Jahan	m
Jahanara	f
Jahangir	m
Jahel	f
Jahid	m
Jahleel	m
Jahzeel	m
Jai	m
Jaida	f
Jaiden	mf
Jaidev	m
Jaidyn	fm
Jaime	mf
Jaimie	f
Jaír	m
Jair	m
Jairo	m
Jairus	m
Jaka	m
Jakab	m
Jakai	m
Jake	m
Jakes	m
Jaki	f
Jakki	f
Jákob	m
Jakob	m
Jakov	m
Jakša	m
Jakub	m
Jákup	m
Jalə	f
Jalal	m
Jalal ad-Din	m
Jale	f
Jaleh	f
Jalen	m
Jalğas	m
Jalil	m
Jalila	f
Jaliyah	f
Jalmari	m
Jalo	m
Jam	m
Jamaal	m
Jamaar	m
Jamal	m
Jamal ad-Din	m
Jamal al-Din	m
Jamaluddin	m
Jamar	m
JaMarcus	m
Jamari	m
Jamarion	m
Jameel	m
Jameela	f
James	m
Jamesina	f
Jameson	m
Jamey	mf
Jami	fm
Jamie	mf
Jamil	m
Jamila	f
Jamilah	f
Jamile	f
Jamileh	f
Jamillah	f
Jamin	m
Jamir	m
Jamison	m
Jamshed	m
Jamsheed	m
Jamshid	m
Jamyang	mf
Ján	m
Jan	mf
Jana	f
Janae	f
Janaína	f
Janaka	m
Janan	f
Janar	f
Jancsi	m
Jandira	f
Jandos	m
Jane	f
Janek	m
Janeka	f
Janel	f
Janele	f
Janella	f
Janelle	f
Janene	f
Janerke	f
Janessa	f
Janet	f
Janete	f
Janeth	f
Janetta	f
Janette	f
Janey	f
Janez	m
Jani	m
Janice	f
Janička	f
Janie	f
Janika	f
Janīna	f
Janina	f
Janine	f
Jānis	m
Janis	f
Janiya	f
Janiyah	f
Janja	f
Janka	f
Jankin	m
Janko	m
Janna	f
Jannah	f
Jannat	f
Jannatul Ferdous	f
Janne	mf
Janneke	f
Jannette	f
Jannick	m
Jannicke	f
Jannie	fm
Jannik	m
Jannike	f
Jannine	f
Jannis	m
Jannūr	fm
János	m
Jansaya	f
Jantine	f
Jantje	fm
Januarius	m
January	f
Janus	m
Janusz	m
Janvier	m
Jaouad	m
Japheth	m
Japik	m
Jaquan	m
Jaqueline	f
Jaquelyn	f
Jaques	m
Jára	mf
Jarah	m
Jare	f
Jared	m
Jarek	m
Jaren	m
Jareth	m
Jargal	fm
Jari	m
Jarka	f
Jarkko	m
Jarl	m
Jarlath	m
Jarle	m
Jarmil	m
Jarmila	f
Jarmo	m
Jarno	m
Jarod	m
Jarogněvŭ	m
Jarogniew	m
Jaromír	m
Jaromir	m
Jaromíra	f
Jaromirŭ	m
Jaron	m
Jaropełk	m
Jaropŭlkŭ	m
Jaroslav	m
Jaroslava	f
Jaroslavas	m
Jaroslavŭ	m
Jarosław	m
Jarosława	f
Jarred	m
Jarrett	m
Jarrod	m
Jaruška	f
Jarvis	m
Jaša	m
Jase	m
Jasenka	f
Jasiah	m
Jasiel	m
Jasim	m
Jaska	m
Jaslene	f
Jaslyn	f
Jasmijn	f
Jasmin	fm
Jaśmina	f
Jasmína	f
Jasmīna	f
Jasmina	f
Jasmine	f
Jasminka	f
Jasmyn	f
Jasna	f
Jason	m
Jasone	f
Jasper	m
Jassim	m
Jasur	m
Jasvinder	mf
Jaswinder	mf
Jatau	m
Jaume	m
Jaumet	m
Javad	m
Javaid	m
Javan	m
Javed	m
Javi	m
Javier	m
Javiera	f
Javion	m
Javohir	m
Javon	m
Javonte	m
Javor	m
Jawaahir	f
Jawad	m
Jawaharlal	m
Jawahir	fm
Jawdat	mf
Jax	m
Jaxen	m
Jaxon	m
Jaxson	m
Jaxton	m
Jaxtyn	m
Jaxx	m
Jaxxon	m
Jay	m
Jaya	fm
Jayadev	m
Jayadeva	m
Jayant	m
Jayanta	m
Jayanthi	f
Jayanti	f
Jayashri	f
Jayce	m
Jaycee	fm
Jayceon	m
Jaycob	m
Jayda	f
Jayde	f
Jayden	mf
Jaydon	m
Jaye	fm
Jayendra	m
Jayesh	m
Jayla	f
Jaylaani	m
Jaylah	f
Jaylani	f
Jaylee	f
Jayleen	f
Jaylen	mf
Jaylene	f
Jaylin	mf
Jaylinn	f
Jaylon	m
Jaylyn	f
Jaylynn	f
Jayma	f
Jayme	fm
Jaymes	m
Jayna	f
Jayne	f
Jaynie	f
Jayson	m
Jaywant	m
Jazbiya	f
Jāzeps	m
Jazibiyya	f
Jaziel	m
Jazira	f
Jazlyn	f
Jázmin	f
Jazmín	f
Jazmin	f
Jazmine	f
Jazmyn	f
Jean	mf
Jeana	f
Jean-Baptiste	m
Jean-Charles	m
Jean-Christophe	m
Jean-Claude	m
Jeane	f
Jeanette	f
Jean-François	m
Jeanie	f
Jeanine	f
Jean-Jacques	m
Jean-Louis	m
Jean-Luc	m
Jean-Marc	m
Jean-Marie	m
Jean-Michel	m
Jeanna	f
Jeanne	f
Jeannette	f
Jeannie	f
Jeannine	f
Jeannot	m
Jean-Paul	m
Jean-Philippe	m
Jean-Pierre	m
Jean-Yves	m
Jeb	m
Jecoliah	f
Jeconiah	m
Jed	m
Jedidah	f
Jedidiah	m
Jędrzej	m
Jeetendra	m
Jef	m
Jéferson	m
Jeff	m
Jefferson	m
Jeffery	m
Jeffrey	m
Jeffry	m
Jefimija	f
Jegors	m
Jehad	mf
Jehan	m
Jehanne	f
Jehiel	m
Jehoaddan	f
Jehoash	m
Jehohanan	m
Jehoiachin	m
Jehoiakim	m
Jehona	f
Jehonathan	m
Jehoram	m
Jehoshaphat	m
Jehosheba	f
Jehovah	m
Jehozabad	m
Jehu	m
Jehudi	m
Jehudijah	f
Jeiel	m
Jēkabs	m
Jekaterina	f
Jela	f
Jelani	mf
Jeļena	f
Jelena	f
Jelica	f
Jelisaveta	f
Jeļizaveta	f
Jelka	f
Jelle	m
Jelte	m
Jeltje	f
Jeltsje	f
Jem	m
Jemal	m
Jemima	f
Jemma	f
Jemmy	m
Jen	f
Jena	f
Jenae	f
Jenaro	m
Jenci	m
Jenelle	f
Jenesis	f
Jenessa	f
Jengo	m
Jeni	f
Jenifer	f
Jenn	f
Jenna	f
Jennah	f
Jennet	f
Jenni	f
Jennica	f
Jennie	f
Jennifer	f
Jennigje	f
Jennings	m
Jenny	f
Jenný	f
Jenő	m
Jens	m
Jensen	m
Jenson	m
Jeong	fm
Jeong-ho	m
Jeong-hui	fm
Jeong-hun	m
Jeong-suk	f
Jep	m
Jephtha	m
Jephthah	m
Jeppe	m
Jepson	m
Jeptha	m
Jerahmeel	m
Jerald	m
Jere	m
Jeremi	m
Jeremiah	m
Jeremías	m
Jeremias	m
Jeremiasz	m
Jérémie	m
Jeremiel	m
Jérémy	m
Jeremy	m
Jeren	f
Jeri	f
Jeriah	m
Jericho	m
Jerilyn	f
Jerioth	f
Jerk	m
Jerker	m
Jerko	m
Jermaine	m
Jernej	m
Jerneja	f
Jeroboam	m
Jeroen	m
Jerold	m
Jérôme	m
Jerome	m
Jeronim	m
Jerónima	f
Jerónimo	m
Jerônimo	m
Jeroným	m
Jerrard	m
Jerred	m
Jerri	f
Jerrie	f
Jerrik	m
Jerrod	m
Jerrold	m
Jerry	mf
Jerusha	f
Jeruti	f
Jervis	m
Jerzy	m
Jescha	f
Jesenia	f
Jeshua	m
Jésica	f
Jesika	f
Jesper	m
Jess	mf
Jessa	f
Jessalyn	f
Jessamine	f
Jessamyn	f
Jesse	m
Jessé	m
Jessenia	f
Jessi	f
Jéssica	f
Jessica	f
Jessie	fm
Jessika	f
Jessy	mf
Jessye	f
Jesús	m
Jesus	m
Jesusa	f
Jet	f
Jethro	m
Jetmir	m
Jett	m
Jetta	f
Jette	f
Jeunesse	f
Jevgeni	m
Jevgēņija	f
Jevgeņija	f
Jevgēņijs	m
Jevgeņijs	m
Jevrem	m
Jewel	fm
Jewell	fm
Jez	m
Jézabel	f
Jezabel	f
Jezebel	f
Jezza	m
Jhon	m
Jhonny	m
Ji	mf
Ji-a	f
Jia	mf
Jiahao	m
Ji-an	fm
Jian	mf
Jiang	mf
Jianguo	m
Jianhong	m
Jianhua	mf
Jianjun	m
Jianping	mf
Jiarong	fm
Jiayi	fm
Jiaying	fm
Jibril	m
Jie	mf
Ji-eun	f
Jigme	mf
Jihad	mf
Ji-ho	mf
Ji-hoon	m
Ji-hu	mf
Ji-hun	m
Ji-hye	f
Ji-hyeon	fm
Ji-hyun	fm
Jilani	m
Jill	f
Jillian	f
Jillie	f
Jilly	f
Jim	m
Jimena	f
Jimeno	m
Jimi	m
Ji-min	fm
Jimmie	mf
Jimmu	m
Jimmy	m
Jin	mf
Jinan	mf
Jindra	fm
Jindřich	m
Jindřiška	f
Jing	fm
Jingjing	fm
Jingyi	mf
Jin-ho	m
Jinny	f
Jin-u	m
Jin-woo	m
Jip	mf
Jirair	m
Jiří	m
Jiřina	f
Jiro	m
Jirō	m
Jirou	m
Ji-soo	fm
Ji-su	fm
Jitender	m
Jitendra	m
Jitka	f
Ji-u	fm
Ji-won	fm
Ji-woo	fm
Ji-yeon	f
Ji-yeong	f
Ji-yoon	f
Ji-young	f
Ji-yu	f
Ji-yun	f
Jĭzbygněvŭ	m
Jo	fm
Joab	m
Joabe	m
Joachim	m
Joah	m
Joakim	m
Joan	fm
Joana	f
Joandra	f
Joanie	f
Joaninha	f
Joann	f
Joanna	f
Jo-Anne	f
Joanne	f
Jóannes	m
Joannes	m
Joannicius	m
Joannie	f
Joan Pau	m
João	m
João Paulo	m
Joãozinho	m
Joaquim	m
Joaquima	f
Joaquín	m
Joaquin	m
Joaquina	f
Joar	m
Jóarr	m
Joas	m
Joash	m
Joasia	f
Job	m
JoBeth	f
Joby	m
Jocasta	f
Jocelin	mf
Joceline	f
Jocelyn	fm
Jocelyne	f
Jochebed	f
Jochem	m
Jochen	m
Jochim	m
Joĉjo	m
Jock	m
Jockel	m
Jockie	m
Jocky	m
Jocosa	f
Jodene	f
Jodi	f
Jodie	f
Jodoc	m
Jodocus	m
Jody	fm
Joe	m
Joël	m
Joel	m
Joele	m
Joella	f
Joëlle	f
Joelle	f
Joelma	f
Joep	m
Joeri	m
Joes	m
Joetta	f
Joey	mf
Joffrey	m
Jofre	m
Jógvan	m
Johan	m
Johana	f
Johanan	m
Johanka	f
Jóhann	m
Johann	m
Jóhanna	f
Johanna	f
Johann Baptist	m
Johanne	f
Johanneke	f
Jóhannes	m
Johannes	m
Johano	m
John	m
Johna	f
Johnathan	m
Johnathon	m
Johnie	mf
Johnna	f
Johnnie	mf
Johnny	m
John Paul	m
Johnson	m
Jóhonaa'éí	m
Joi	f
Joice	f
Joisse	f
Jojo	mf
Joke	f
Jokin	m
Joko	m
Joktan	m
Jokūbas	m
Jökull	m
Jokum	m
Jola	f
Jolán	f
Jolana	f
Jolanda	f
Jolánka	f
Jolanta	f
Jolanthe	f
Joleen	f
Jolene	f
Jolie	f
Joline	f
Jolyon	m
Jomar	m
Jón	m
Jon	m
Jóna	f
Jonah	m
Jónás	m
Jónas	m
Jonás	m
Jonáš	m
Jonas	m
Jonasz	m
Jónatan	m
Jonatán	m
Jonatan	m
Jónatas	m
Jônatas	m
Jonathan	m
Jonathon	m
Jone	fm
Jonelle	f
Jones	m
Jonette	f
Jong	fm
Jong-su	m
Joni	fm
Jonida	f
Jonie	f
Jónína	f
Jonna	f
Jonny	m
Jonquil	f
Jöns	m
Jonty	m
Jooa	m
Jools	mf
Joon	m
Joona	m
Joonas	m
Joonatan	m
Joon-ho	m
Joop	m
Joord	m
Joos	m
Joosep	m
Jooseppi	m
Joost	m
Joo-won	mf
Jorah	m
Joram	m
Jöran	m
Jordà	m
Jordaan	m
Jordán	m
Jordan	mf
Jordana	f
Jordane	mf
Jordanes	m
Jordanna	f
Jordão	m
Jordi	m
Jordie	fm
Jordin	fm
Jördis	f
Jordon	m
Jordy	mf
Jordyn	f
Jor-El	m
Jörg	m
Jørg	m
Jorge	m
Jörgen	m
Jørgen	m
Jorginho	m
Jorie	f
Joris	m
Jorja	f
Jorma	m
Jörmungandr	m
Jǫrmungandr	m
Jörn	m
Jørn	m
Jorrit	m
Jorun	f
Jorunn	f
Jórunnr	f
Jory	m
Jos	m
Josaphat	m
Joscelin	m
Josceline	f
Joschka	m
Jose	m
José	mf
Joseane	f
José Ángel	m
José Antonio	m
Joseba	m
Josée	f
Jósef	m
Josef	m
Josefa	f
Josefien	f
Josefiina	f
Josefin	f
Josefína	f
Josefina	f
Josefine	f
Joseline	f
Joselito	m
José Luis	m
Joselyn	f
Joselyne	f
José Manuel	m
Josemar	m
José Mari	m
José María	m
José Maria	m
José Miguel	m
Josèp	m
Josep	m
Josepa	f
Josepe	m
Joseph	m
Josepha	f
Josèphe	f
Josephina	f
Joséphine	f
Josephine	f
Josephus	m
Josep Maria	m
José Ramón	m
Joses	m
Josette	f
Josey	mf
Josh	m
Joshua	m
Josiah	m
Josiane	f
Josianne	f
Josías	m
Josias	m
Josie	f
Josif	m
Josimar	m
Josip	m
Josipa	f
Jóska	m
Joško	m
Joslyn	f
Joso	m
Joss	fm
Josse	m
Josselin	m
Josseline	f
Josslyn	f
Jošt	m
Jost	m
Jostein	m
Jósteinn	m
Josu	m
Josué	m
Josune	f
Josyane	f
Jotham	m
Jothi	fm
Joukahainen	m
Jouko	m
Jouni	m
Jourdain	m
Jouri	f
Journee	f
Journey	f
Journi	f
Jovan	m
Jovana	f
Jovanka	f
Jove	m
Jovian	m
Jovica	m
Jovita	f
Jovka	f
Jowan	m
Jowita	f
Joy	f
Joyce	fm
Joye	f
Jozabad	m
Jozafat	m
Jože	m
Józef	m
Jožef	m
Jozef	m
Józefa	f
Jožefa	f
Jozefa	f
Jozefien	f
Józefina	f
Jozefína	f
Jozefina	f
Jozefo	m
Joziah	m
Jožica	f
Jozo	m
József	m
Józsi	m
Józsua	m
Jozua	m
Jream	fm
Jrue	mf
Ju	fm
Juan	mf
Juana	f
Juan Antonio	m
Juan Bautista	m
Juan Carlos	m
Juancho	m
Juanfran	m
Juan Francisco	m
Juanita	f
Juanito	m
Juan José	m
Juanma	m
Juan Manuel	m
Juanne	m
Juan Pablo	m
Juan Pedro	m
Juantxo	m
Jubal	m
Juda	m
Judah	m
Judas	m
Judd	m
Judda	f
Jude	mf
Judi	f
Judicaël	m
Judie	f
Judikael	m
Judit	f
Judita	f
Judite	f
Judith	f
Judoc	m
Judocus	m
Judy	f
Judyta	f
Jugurtha	m
Juha	m
Juhán	m
Juhan	m
Juhana	m
Juhani	m
Juho	m
Jukka	m
Jūldyz	f
Julek	m
Julen	m
Jules	mf
Juli	f
Júlía	f
Júlia	f
Julia	f
Julià	m
Julián	m
Julian	m
Juliāna	f
Juliana	f
Juliane	f
Julianna	f
Julianne	f
Juliano	m
Julião	m
Julie	f
Julien	m
Julienne	f
Juliet	f
Julieta	f
Juliette	f
Julij	m
Jūlija	f
Julija	f
Julijan	m
Julijana	f
Julinha	f
Júlio	m
Julio	m
Júlio César	m
Julio César	m
Juliska	f
Julissa	f
Julita	f
Julitta	f
Július	m
Julius	m
Juliusz	m
Juliya	f
July	fm
Julyan	m
Juma	m
Jumana	f
Jumanah	f
Jumanne	m
Jummai	f
Jun	mf
Juna	f
Junaid	m
Junaidi	m
Junayd	m
June	f
Jung	fm
Jung-hee	fm
Jung-ho	m
Jung-hoon	m
Jung-sook	f
Jun-ho	m
Juni	fm
Junia	f
Jun'ichi	m
Junior	m
Juniper	f
Junípero	m
Junius	m
Junjie	m
Junko	f
Juno	f
Junon	f
Junpei	m
Jun-seo	m
Jun-u	m
Jun-yeong	mf
Jun-young	mf
Juozapas	m
Juozas	m
Júpiter	m
Jupiter	m
Jupp	m
Juraci	fm
Juraj	m
Jūratė	f
Jure	m
Jurek	m
Jurema	f
Jürg	m
Jürgen	m
Jurgen	m
Jurģis	m
Jurgis	m
Jurgita	f
Jüri	m
Juri	f
Jurian	m
Jurica	m
Jurij	m
Jurijs	m
Juris	m
Jūrō	m
Juro	m
Jurou	m
Jurre	m
Jurriaan	m
Jurryt	m
Jurupari	m
Juš	m
Juscelino	m
Jussara	f
Jussi	m
Justa	f
Justas	m
Juste	m
Justice	mf
Justiina	f
Justin	m
Justína	f
Justina	f
Justinas	m
Justīne	f
Justine	f
Justinian	m
Justino	m
Justo	m
Justus	m
Justy	mf
Justyn	m
Justýna	f
Justyna	f
Jusuf	m
Jusztina	f
Juta	f
Jutta	f
Juturna	f
Juul	fm
Juurou	m
Juuso	m
Juvela	f
Juvenal	m
Juventas	f
Juventino	m
Juventinus	m
Juwan	m
Ju-won	mf
Jyldyz	f
Jyothi	fm
Jyoti	fm
Jyotsana	f
Jyotsna	f
Jyrgal	mf
Jyri	m
Jyrki	m
Jytte	f
Kaan	m
Kaapo	m
Kaapro	m
Kaarel	m
Kaarina	f
Kaarle	m
Kaarlo	m
Kabelo	m
Kabir	m
Kabiru	m
Kabo	m
Kabujiya	m
Kacey	fm
Kacie	f
Kacper	m
Kade	m
Kadek	mf
Kaden	m
Kadence	f
Kader	mf
Kadi	f
Kadiatou	f
Kadir	m
Kadmos	m
Kadri	fm
Kadriye	f
Kadyr	m
Kae	f
Kaede	fm
Kaeden	m
Kaelea	f
Kaelee	f
Kaelyn	f
Kaeo	mf
Kaety	f
Kaew	mf
Kağan	m
Kagiso	mf
Kaguya	f
Kahina	f
Kahurangi	fm
Kai	mf
Kaia	f
Kaiaphas	m
Kaiden	m
Kaidi	f
Kaido	m
Kaie	f
Kaija	f
Kaila	f
Kailani	f
Kailash	m
Kailee	f
Kailey	f
Kailyn	f
Kaimana	mf
Kain	m
Kainan	m
Kaipo	mf
Kaíque	m
Kairi	f
Kairo	m
Kaïs	m
Kais	m
Kaisa	f
Kaiser	m
Kaison	m
Kaiti	f
Kaitlin	f
Kaitlyn	f
Kaitlynn	f
Kaito	m
Kaitoa	m
Kaizen	m
Kaj	m
Kája	f
Kaja	f
Kajal	fm
Kajetán	m
Kajetan	m
Kajsa	f
Kajus	m
Kakalina	f
Kala	f
Kalani	mf
Kale	m
Kalea	f
Kaleb	m
Kalei	mf
Kaleigh	f
Kal-El	m
Kalena	f
Kaleo	m
Kalervo	m
Kalev	m
Kaleva	m
Kalevi	m
Kaley	f
Kálfr	m
Kali	fm
Kalidas	m
Kalidasa	m
Kalie	f
Kalin	m
Kalina	f
Kalisha	f
Kaliyah	f
Kalju	m
Kalki	m
Kalla	f
Kalle	m
Kallias	m
Kallie	f
Kallikrates	m
Kallinikos	m
Kalliope	f
Kalliopi	f
Kallippos	m
Kallirrhoe	f
Kallirroi	f
Kallisto	f
Kallistos	m
Kallistrate	f
Kálmán	m
Kaloyan	m
Kalpana	f
Kaltrina	f
Kalyan	m
Kalyana	m
Kalyani	f
Kalyn	f
Kalyna	f
Kalypso	f
Kalysta	f
Kam	mf
Kama	m
Kamadeva	m
Kamakshi	f
Kəmal	m
Kamal	m
Kəmalə	f
Kamala	fm
Kamal ad-Din	m
Kamalani	fm
Kamal ud-Din	m
Kamari	mf
Kamaria	f
Kamatchi	f
Kamau	m
Kambiz	m
Kambujiya	m
Kambyses	m
Kamden	m
Kamel	m
Kameliya	f
Kamen	m
Kameron	mf
Kamil	m
Kamila	f
Kamilė	f
Kamilla	f
Kamini	f
Kamiyah	f
Kamoliddin	m
Kamon	m
Kamran	m
Kamrušepa	f
Kamryn	fm
Kanako	f
Kənan	m
Kanani	f
Kanat	m
Kanata	mf
Kanchan	fm
Kanchana	f
Kanda	f
Kandace	f
Kandaĵa	f
Kandake	f
Kandi	f
Kāne	m
Kane	m
Kaneonuskatew	m
Kaniehtiio	f
Kanna	f
Kannan	m
Kannon	fm
Kanon	f
Kanstantsin	m
Kanta	fm
Kanti	mf
Kantuta	f
Kanya	f
Kanybek	m
Kanye	m
Kanza	f
Kaolin	m
Kaori	f
Kaoru	fm
Kaourintin	m
Kapel	m
Kapena	m
Kapil	m
Kapila	m
Kapka	f
Kapono	m
Kapua	fm
Kára	f
Kara	fm
Karabo	mf
Karakat	f
Karalina	f
Karam	mf
Karan	m
Karapet	m
Karaugh	f
Karcsi	m
Kåre	m
Kareem	m
Karekin	m
Karel	m
Karen	fm
Karena	f
Karenza	f
Karesinda	f
Kári	m
Kari	fm
Karianne	f
Kärım	m
Kärim	m
Kərim	m
Karim	m
Karima	f
Karin	f
Karīna	f
Karina	f
Karine	f
Karishma	f
Karissa	f
Karita	f
Karítas	f
Kariuki	m
Karl	m
Karla	f
Karlee	f
Karlene	f
Karl-Heinz	m
Karlheinz	m
Karli	f
Karlie	f
Karlijn	f
Karlīna	f
Kārlis	m
Karlmann	m
Karlo	m
Karly	f
Karma	mf
Karme	f
Karmel	fm
Karmela	f
Karmen	f
Karna	m
Karol	mf
Karola	f
Karoliina	f
Karolína	f
Karolīna	f
Karolina	f
Karoline	f
Karolis	m
Karolos	m
Károly	m
Karolyn	f
Karp	m
Karpos	m
Karrar	m
Karrie	f
Karson	m
Karsten	m
Karsyn	fm
Kärt	f
Karter	mf
Karthik	m
Karthika	f
Karthikeyan	m
Kartik	m
Kartikeya	m
Kartini	f
Karuna	fm
Karyn	f
Karyna	f
Kasandra	f
Kase	m
Kasen	m
Kasey	mf
Kash	m
Kashi	f
Kashton	m
Kashyapa	m
Kasi	f
Kasia	f
Kasih	f
Kasım	m
Kasim	m
Kasimir	m
Kasimira	f
Kasjan	m
Kason	m
Kašpar	m
Kaspar	m
Kasparas	m
Kaspars	m
Kasper	m
Kassa	mf
Kassandra	f
Kassandros	m
Kassia	f
Kassidy	f
Kassie	f
Kassim	m
Kassiopeia	f
Kassy	f
Kastor	m
Kastriot	m
Kasumi	f
Kasun	m
Kat	f
Kata	f
Kataleya	f
Katalin	f
Katalina	f
Katalinka	f
Katar	f
Kataraina	f
Katariina	f
Katarin	f
Katarína	f
Katarina	f
Katarine	f
Katarzyna	f
Katashi	m
Katayoun	f
Katayun	f
Kate	f
Katee	f
Katelijn	f
Katelijne	f
Katelin	f
Katell	f
Katelyn	f
Katelynn	f
Katenka	f
Kateri	f
Kateřina	f
Katerina	f
Kateryna	f
Katey	f
Katharina	f
Katharine	f
Katharyn	f
Käthe	f
Katherina	f
Katherine	f
Katheryn	f
Katheryne	f
Kathi	f
Kathie	f
Kathleen	f
Kathlyn	f
Kathrin	f
Kathrine	f
Kathryn	f
Kathy	f
Kati	f
Katia	f
Katica	f
Katida	f
Katie	f
Katina	f
Katinka	f
Katiuscia	f
Katiuska	f
Katja	f
Katka	f
Katla	f
Katlego	mf
Katleho	mf
Kätlin	f
Katlyn	f
Katniss	f
Kato	m
Kató	f
Katrė	f
Katri	f
Katrien	f
Katriina	f
Katrijn	f
Katrín	f
Katrin	f
Katrīna	f
Katrina	f
Katrine	f
Katriona	f
Katsiaryna	f
Katsu	m
Katsuhito	m
Katsuko	f
Katsumi	mf
Katsuo	m
Katsuro	m
Katsurō	m
Katsurou	m
Katsuya	m
Kattalin	f
Katy	f
Katya	f
Katyusha	f
Kauã	m
Kauan	m
Kauʻi	fm
Kauko	m
Kaulana	mf
Kaur	f
Kauri	m
Kausalya	f
Käusar	f
Kausar	fm
Kaushalya	f
Kaveh	m
Kaveri	f
Kavi	m
Kavita	f
Kavitha	f
Kawacatoose	m
Kawehi	fm
K'awiil	m
K'awil	m
Kawisenhawe	f
Kawthar	f
Kay	fm
Kaya	mf
Kayce	mf
Kaycee	f
Kayden	mf
Kaydence	f
Kaye	f
Kayin	mf
Kayla	f
Kaylan	fm
Kaylani	f
Kayleah	f
Kaylee	f
Kayleen	f
Kayleigh	f
Kaylen	fm
Kayley	f
Kaylie	f
Kaylin	f
Kayly	f
Kaylyn	f
Kaylynn	f
Kayode	m
Kayoko	f
Kayra	mf
Kaysen	m
Kayson	m
Kazbi	f
Kazem	m
Kazia	f
Kazik	m
Kâzım	m
Kazım	m
Kazim	m
Kazimiera	f
Kazimieras	m
Kazimierz	m
Kazimír	m
Kazimir	m
Kazimirŭ	m
Kázmér	m
Kazue	f
Kazuhiko	m
Kazuki	m
Kazuko	f
Kazuma	m
Kazumi	fm
Kazuo	m
Kazuya	m
Kazuyuki	m
Kazys	m
Keahi	fm
Keala	fm
Kealeboga	mf
Kealoha	fm
Kean	m
Keane	m
Keanna	f
Keano	m
Keanu	mf
Keara	f
Keaton	m
Keavy	f
Kebede	m
Keefe	m
Keegan	m
Keelan	m
Keeleigh	f
Keeley	f
Keelin	f
Keely	f
Keenan	m
Kees	m
Keeva	f
Kefilwe	mf
Kegan	m
Keghart	m
Kehinde	mf
Kehlani	f
Kei	mf
Keighley	f
Keijo	m
Keiko	f
Keila	f
Keilani	f
Keir	m
Keira	f
Keiran	m
Keisha	f
Keita	mf
Keith	m
Keitha	f
Keitumetse	fm
Kejsi	f
Kekepania	f
Kekoa	m
Kekrops	m
Kelaino	f
Kelan	m
Kelcey	mf
Keld	m
Kelda	f
Kelebek	f
Kelebogile	fm
Kelechi	mf
Kelemen	m
Kelia	f
Kelila	f
Kellan	m
Kelleigh	f
Kellen	m
Kelley	fm
Kelli	f
Kellie	f
Kelly	mf
Kelsea	f
Kelsey	fm
Kelsi	f
Kelsie	f
Kelvin	m
Kemal	m
Kemalettin	m
Kemen	m
Kemp	m
Kemuel	m
Ken	m
Kena'an	m
Kenan	m
Kenaniah	m
Kenanyahu	m
Kendal	mf
Kendall	mf
Kende	m
Kendra	f
Kendrick	m
Keneilwe	fm
Kenelm	m
Ken'ichi	m
Kenina	f
Kenith	m
Kenji	m
Kenna	f
Kennard	m
Kennedi	f
Kennedy	fm
Kennet	m
Kenneth	m
Kennith	m
Kenny	m
Kenojuak	fm
Kenrick	m
Kenshin	m
Kensley	f
Kent	m
Kenta	m
Kentarō	m
Kentigern	m
Kenton	m
Kenya	f
Kenyatta	mf
Kenyon	m
Kenza	f
Kenzie	mf
Kenzo	m
Kenzō	m
Kenzou	m
Keola	m
Keone	mf
Keoni	m
Kepa	m
Kephalos	m
Kephas	m
Kepheus	m
Kerberos	m
Kerem	m
Keren	f
Kerena	f
Keren-Happuch	f
Kerensa	f
Kerenza	f
Keri	f
Kerîm	m
Kerim	m
Kerime	f
Kerman	m
Kermit	m
Kerneels	m
Kerr	m
Kerri	f
Kerrie	f
Kerry	mf
Kersti	f
Kerstin	f
Kerttu	f
Kertu	f
Kesha	mf
Keshaun	m
Keshawn	m
Keshet	mf
Keshia	f
Kęstas	m
Kester	m
Kestrel	f
Kęstutis	m
